  1.00000000E-01             NaN  0.00000000E+00             NaN
  3.00000000E-01             NaN  0.00000000E+00             NaN
  5.00000000E-01             NaN             NaN             NaN
  7.00000000E-01             NaN             NaN             NaN
  9.00000000E-01             NaN             NaN             NaN
  1.10000000E+00             NaN             NaN             NaN
  1.30000000E+00             NaN             NaN             NaN
  1.50000000E+00             NaN             NaN             NaN
  1.70000000E+00             NaN             NaN             NaN
  1.90000000E+00             NaN             NaN             NaN
  2.10000000E+00             NaN             NaN             NaN
  2.30000000E+00             NaN             NaN             NaN
  2.50000000E+00             NaN             NaN             NaN
  2.70000000E+00             NaN             NaN             NaN
  2.90000000E+00             NaN             NaN             NaN
  3.10000000E+00             NaN             NaN             NaN
  3.30000000E+00             NaN             NaN             NaN
  3.50000000E+00             NaN             NaN             NaN
  3.70000000E+00             NaN             NaN             NaN
  3.90000000E+00             NaN             NaN             NaN
  4.10000000E+00             NaN             NaN             NaN
  4.30000000E+00             NaN             NaN             NaN
  4.50000000E+00             NaN             NaN             NaN
  4.70000000E+00             NaN             NaN             NaN
  4.90000000E+00             NaN             NaN             NaN
  5.10000000E+00             NaN             NaN             NaN
  5.30000000E+00             NaN             NaN             NaN
  5.50000000E+00             NaN             NaN             NaN
  5.70000000E+00             NaN             NaN             NaN
  5.90000000E+00             NaN             NaN             NaN
  6.10000000E+00             NaN             NaN             NaN
  6.30000000E+00             NaN             NaN             NaN
  6.50000000E+00             NaN             NaN             NaN
  6.70000000E+00             NaN             NaN             NaN
  6.90000000E+00             NaN             NaN             NaN
  7.10000000E+00             NaN             NaN             NaN
  7.30000000E+00             NaN             NaN             NaN
  7.50000000E+00             NaN             NaN             NaN
  7.70000000E+00             NaN             NaN             NaN
  7.90000000E+00             NaN             NaN             NaN
  8.10000000E+00             NaN             NaN             NaN
  8.30000000E+00             NaN             NaN             NaN
  8.50000000E+00             NaN             NaN             NaN
  8.70000000E+00             NaN             NaN             NaN
  8.90000000E+00             NaN             NaN             NaN
  9.10000000E+00             NaN             NaN             NaN
  9.30000000E+00             NaN             NaN             NaN
  9.50000000E+00             NaN             NaN             NaN
  9.70000000E+00             NaN             NaN             NaN
  9.90000000E+00             NaN             NaN             NaN
  1.01000000E+01             NaN             NaN             NaN
  1.03000000E+01             NaN             NaN             NaN
  1.05000000E+01             NaN             NaN             NaN
  1.07000000E+01             NaN             NaN             NaN
  1.09000000E+01             NaN             NaN             NaN
  1.11000000E+01             NaN             NaN             NaN
  1.13000000E+01             NaN             NaN             NaN
  1.15000000E+01             NaN             NaN             NaN
  1.17000000E+01             NaN             NaN             NaN
  1.19000000E+01             NaN             NaN             NaN
  1.21000000E+01             NaN             NaN             NaN
  1.23000000E+01             NaN             NaN             NaN
  1.25000000E+01             NaN             NaN             NaN
  1.27000000E+01             NaN             NaN             NaN
  1.29000000E+01             NaN             NaN             NaN
  1.31000000E+01             NaN             NaN             NaN
  1.33000000E+01             NaN             NaN             NaN
  1.35000000E+01             NaN             NaN             NaN
  1.37000000E+01             NaN             NaN             NaN
  1.39000000E+01             NaN             NaN             NaN
  1.41000000E+01             NaN             NaN             NaN
  1.43000000E+01             NaN             NaN             NaN
  1.45000000E+01             NaN             NaN             NaN
  1.47000000E+01             NaN             NaN             NaN
  1.49000000E+01             NaN             NaN             NaN
  1.51000000E+01             NaN             NaN             NaN
  1.53000000E+01             NaN             NaN             NaN
  1.55000000E+01             NaN             NaN             NaN
  1.57000000E+01             NaN             NaN             NaN
  1.59000000E+01             NaN             NaN             NaN
  1.61000000E+01             NaN             NaN             NaN
  1.63000000E+01             NaN             NaN             NaN
  1.65000000E+01             NaN             NaN             NaN
  1.67000000E+01             NaN             NaN             NaN
  1.69000000E+01             NaN             NaN             NaN
  1.71000000E+01             NaN             NaN             NaN
  1.73000000E+01             NaN             NaN             NaN
  1.75000000E+01             NaN             NaN             NaN
  1.77000000E+01             NaN             NaN             NaN
  1.79000000E+01             NaN             NaN             NaN
  1.81000000E+01             NaN             NaN             NaN
  1.83000000E+01             NaN             NaN             NaN
  1.85000000E+01             NaN             NaN             NaN
  1.87000000E+01             NaN             NaN             NaN
  1.89000000E+01             NaN             NaN             NaN
  1.91000000E+01             NaN             NaN             NaN
  1.93000000E+01             NaN             NaN             NaN
  1.95000000E+01             NaN             NaN             NaN
  1.97000000E+01             NaN             NaN             NaN
  1.99000000E+01             NaN             NaN             NaN
